Summary data collected by the Greenhouse Gas Reporting Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 8/18/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,Basin,Reported City,Reported State,Reported Zip Code,Reported Address,Reported County,Reported Latitude,Reported Longitude,Primary NAICS Code,Latest Reported Industry Type (subparts),2022 Total reported emissions from Gathering & Boosting ,2021 Total reported emissions from Gathering & Boosting ,2020 Total reported emissions from Gathering & Boosting ,2019 Total reported emissions from Gathering & Boosting ,2018 Total reported emissions from Gathering & Boosting ,2017 Total reported emissions from Gathering & Boosting ,2016 Total reported emissions from Gathering & Boosting ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012689,110070082447,Cabot Oil & Gas Corporation G&B Facilities,160 - Appalachian Basin,Houston,TX,77024,840 Gessner Road Suite 1400,HARRIS COUNTY,29.77791,-95.5444,211111,W-GB,,,,,,,38771.968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013095,110071162101,"Caerus Energy Services, LLC",595 - Piceance Basin,Denver,CO,80202,1001 17th Street,DENVER COUNTY,39.74846,-104.99402,211130,W-GB,219010.756,266507.352,172719.11,184469.47,112766.74,180481.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012351,110070082245,CalNRG- Ventura Basin Gathering and Boosting,755 - Ventura Basin,Ventura,CA,93001,2575 Vista Del Mar Drive,,34.2769462,-119.2769253,211120,W-GB,54599.276,56451.546,44272.474,40456.436,49373.174,45264.098,53651.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012348,110070082244,California Resources Production Corporation- LA Basin Gathering and Boosting,760 - Los Angeles Basin,Long Beach,CA,90802,"1 World Trade Center, Suite 1500",,33.7415317,-118.1941785,211120,W-GB,133435.022,216501.968,244800.522,219337.42,256664.584,259890.972,268543.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012742,110071162358,Callon (Eagle Ford) LLC - Basin 220 GB,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77042,"2000 W. Sam Houston South, Suite 2000",HARRIS COUNTY,29.74598,-95.55834,211120,W-GB,121998.4,304135.92,340928.08,581212.728,420966.816,105569.194,134024.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013338,,Callon (Permian) LLC - Basin 430 GB,430 - Permian Basin,Houston,TX,77042,"2000 W. Sam Houston Pkwy. S., Suite 2000",,29.75788,-95.37013,211120,W-GB,,,,221264.306,42046.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012632,110070082414,Caprock Permian Basin #430 G&B,430 - Permian Basin,Pecos,TX,79772,,REEVES COUNTY,31.6428,-103.8597,213112,W-GB,,,,,254511.802,206157.15,71004.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013280,110071099024,Cardinal Delaware Basin - Gathering,430 - Permian Basin,Dallas,TX,75206,8080 N. Central Expressway,DALLAS COUNTY,32.868866,-96.93365,211130,W-GB,39206.91,35150.172,35815.87,33919.228,31727.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013086,110070864071,"Catarina Midstream, LLC 220 Gulf Coast Basin GB","220 - Gulf Coast Basin (LA, TX)",Houston,TX,77056,"1360 Post Oak Blvd, Suite 2400",HARRIS COUNTY,29.75661,-95.36528,486210,W-GB,67327.53,109080.088,125501.418,115485.39,115873.09,74668.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012635,110070082416,Cherokee Basin Pipeline Co LLC,365 - Cherokee Basin,Independence,KS,67301,211 W Myrtle Str,MONTGOMERY COUNTY,37.22438,-95.70816,221210,W-GB,,,,,,,119327.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012323,110070082234,"Chesapeake Appalachia LLC, 160 - Appalachian Basin G&B",160 - Appalachian Basin,Oklahoma City,OK,73118,6100 N. Western Avenue,Oklahoma,35.53376,-97.52976,211111,W-GB,,,,,,,288428.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012325,110042260219,"Chesapeake Operating LLC, 220 - Gulf Coast Basin G&B","220 - Gulf Coast Basin (LA, TX)",Oklahoma City,OK,73118,6100 N. Western Avenue,OKLAHOMA COUNTY,35.53376,-97.52976,211120,W-GB,6925.49,5911.088,23207.296,25835.38,19595.764,61776.376,81587.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012257,110002701238,Chevron MCA 260 East Texas Basin Gathering and Boosting,260 - East Texas Basin,San Ramon,CA,94583,6001 Bollinger Canyon Road,CONTRA COSTA COUNTY,37.795963,-122.022317,211130,W-GB,10261.532,24141.332,28029.374,26934.622,22789.964,13139.862,25112.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012305,110002701238,Chevron MCA 430 Permian Basin Gathering and Boosting,430 - Permian Basin,San Ramon,CA,94583,6001 Bollinger Canyon Road,CONTRA COSTA COUNTY,37.795963,-122.022317,211130,W-GB,890659.246,840746.312,868083.51,735115.698,551692.258,164306.93,177147.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012311,110002701238,Chevron MCA 595 Piceance Basin Gathering and Boosting,595 - Piceance Basin,San Ramon,CA,94583,6001 Bollinger Canyon Road,CONTRA COSTA COUNTY,37.795963,-122.022317,211130,W-GB,22200.38,22883.674,26326.622,31559.46,34547.496,54185.68,36432.716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012146,110070082171,Coastal Basin Gathering & Boosting - Chevron USA Inc.,740 - Coastal Basins,San Ramon,CA,94583,6001 Bollinger Canyon Rd.,,37.7590099942169,-121.960416090792,211120,W-GB,130086.538,131606.078,178482.154,229050.918,219920.55,303110.344,350547.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013311,110070622773,Cogent Midstream WesTex 430 Permian G&B,430 - Permian Basin,Dallas,TX,75201,"2000 McKinney, Suite 400",DALLAS COUNTY,32.790655,-96.803048,486210,W-GB,483123.564,416303.848,394655.74,167788.566,179222.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013952,110070931013,Collegiate Midstream LLC,430 - Permian Basin,Midland,TX,79701,"500 W Wall Street, Suite 300",MIDLAND COUNTY,31.99741,-102.07963,213112,W-GB,51587.696,32000.496,55890.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012607,110071162354,Colt - Bend Arch Basin 425,425 - Bend Arch,Houston,TX,77092,"2950 North Loop West, Suite 1150",,29.74013,-95.47309,211130,W-GB,33858.614,34257.72,36943.266,35609.168,39675.456,37040.794,49079.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012672,110071162354,Colt - Fort Worth Syncline 420,420 - Fort Worth Syncline,Houston,TX,77092,"2950 North Loop West, Suite 1150",,29.74013,-95.47309,211130,W-GB,107858.468,105718.338,73399.486,89070.288,85679.914,88125.144,117882.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013415,,"Columbus Energy 220 Gulf Coast Basin (LA,TX) GB","220 - Gulf Coast Basin (LA, TX)",Houston,TX,77024,"10000 Memorial Dr., Ste. 500",,29.7790746285109,-95.4828939454199,211130,W-GB,,15869.9,27104.46,25526.264,26626.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012534,110071161853,"Compass Production Partners, LP - Arkla Basin #230 Gathering & Boosting",230 - Arkla Basin,Tulsa,OK,74136,"5555 East 71st Street, Suite 8200",TULSA COUNTY,36.06093,-95.914545,211130,W-GB,35159.55,29410.724,35465.95,41013.278,41060.328,31214.654,38046.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012157,110070082202,"ConocoPhillips Gulf Coast Basin 220, Gathering and Boosting","220 - Gulf Coast Basin (LA, TX)",Houston,TX,77079,925 N. Eldridge Parkway.,HARRIS COUNTY,29.782,-95.61749,211120,W-GB,897717.092,914788.864,921124.026,1128368.364,764001.814,687154.942,690021.602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012230,110070082202,"ConocoPhillips Permian Basin 430, Gathering and Boosting",430 - Permian Basin,Houston,TX,77079,925 N. Eldridge Parkway,HARRIS COUNTY,29.782,-95.61749,211120,W-GB,330465.116,186716.138,130431.326,285634.328,331928.496,263746.764,261259.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012301,110009147529,"ConocoPhillips' Williston, Gathering & Boosting (395)",395 - Williston Basin,Houston,TX,77079,925 N. Eldridge Parkway,HARRIS COUNTY,29.78754,-95.61767,211120,W-GB,115705.838,106405.69,113307.77,278041.036,84990.346,73975.162,183540.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013849,110070930996,Constellation Compressor Station,160A - Appalachian Basin (Eastern Overthrust Area),West Sunbury,PA,16061,160 Whitmire Road,BUTLER COUNTY,40.947064,-79.864826,211130,W-GB,38632.466,23757.738,36864.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013004,110003043162,Cook Inlet Energy Onshore Gathering and Boosting,,Anchorage,AK,99503,188 W Northern Lights Blvd Suite 510,ANCHORAGE MUNICIPALITY,61.174968,-149.968861,211120,W-GB,27828.948,9093.518,20513.728,38652.762,36683.166,35464.72,31876.634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012976,110070209469,"Core Appalachia Operating, LLC- G&B- Basin 160",160 - Appalachian Basin,Charleston,WV,25301,414 Summers Street,KANAWHA COUNTY,38.35244,-81.63237,211111,W-GB,,,,,,186248.706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013981,110070931031,Crescent Pass 260 East Texas Basin GB,260 - East Texas Basin,Houston,TX,77070,19500 State Highway 249,HARRIS COUNTY,29.978581,-95.565595,211130,W-GB,76546.746,62878.994,69106.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011226,,Crimson Resource Management Corp.,745 - San Joaquin Basin,Bakersfield,CA,93311,11200 River Run Blvd.,,35.36334,-119.05781,211120,W-GB,330205.838,344824.926,337042.472,368656.058,54729.698,41895.094,40113.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014635,,Cureton Gathering and Boosting - Denver Basin,540 - Denver Basin,Denver,CO,80202,"518 17th Street, Suite 1405",,39.7455973879342,-104.989934639164,211130,W-GB,80053.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012209,110070082198,DCP Midstream 220 Gulf Coast Basin,"220 - Gulf Coast Basin (LA, TX)",Denver,CO,80202,370 17th Street Ste 2500,DENVER COUNTY,39.74369,-104.98777,211130,W-GB,207441.864,188277.248,205231.964,242448.05,329633.156,239985.654,319878.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012238,110070082194,DCP Midstream 260 East Texas Basin,260 - East Texas Basin,Denver,CO,80202,370 17th Street Ste 2500,DENVER COUNTY,39.74369,-104.98777,211130,W-GB,47799.282,55424.708,104424.644,125258.028,187756.564,105477.518,99519.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012240,110070082194,DCP Midstream 350 South Oklahoma Folded Belt,350 - South Oklahoma Folded Belt,Denver,CO,80202,370 17th Street Ste 2500,DENVER COUNTY,39.74369,-104.98777,211130,W-GB,270754.654,289373.744,297170.778,391309.848,464354.16,401649.654,429041.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012208,110070082197,DCP Midstream 355 Chautauqua Platform,355 - Chautauqua Platform,Denver,CO,80202,370 17th Street Ste 2500,DENVER COUNTY,39.74369,-104.98777,211130,W-GB,54161.746,57376.144,62772.34,122079.438,102380.422,109612.26,120595.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012207,110070082196,DCP Midstream 360 Anadarko Basin,360 - Anadarko Basin,Denver,CO,80202,370 17th Street Ste 2500,DENVER COUNTY,39.74369,-104.98777,211130,W-GB,1197135.912,1174986.756,1309900.916,1456688.548,1747992.556,1606661.76,1740507.972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012204,110070082194,DCP Midstream 430 Permian Basin,430 - Permian Basin,Denver,CO,80202,370 17th Street Ste 2500,DENVER COUNTY,39.74369,-104.98777,211130,W-GB,1468494.366,1355525.08,1294850.198,1288383.876,1787144.82,1841402.672,1928560.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012239,110070082208,DCP Midstream 450 Las Animas Arch,450 - Las Animas Arch,Denver,CO,80202,370 17th Street Ste 2500,DENVER COUNTY,39.74369,-104.98777,211130,W-GB,,,,,89315.89,93107.428,83656.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012214,110070082201,DCP Midstream 540 Denver Basin,540 - Denver Basin,Denver,CO,80202,370 17th Street Ste 2500,DENVER COUNTY,39.74369,-104.98777,211130,W-GB,646428.244,659658.63,638173.948,600197.266,673691.346,419390.62,460971.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012211,110070082194,DCP Midstream 595 Piceance Basin,595 - Piceance Basin,Denver,CO,80202,370 17th Street Ste 2500,DENVER COUNTY,39.74369,-104.98777,211130,W-GB,23122.95,23110.55,24878.146,31522.974,41821.438,25691.194,41655.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012817,110071162127,DGC - Arkoma BG,345 - Arkoma Basin,OKC,OK,73102,621 N. Robinson Ave. - Ste. 300,OKLAHOMA COUNTY,35.473183,-97.516284,211130,W-GB,1003213.796,1088184.246,1415785.734,1289575.716,1410447.032,1875181.57,1817085.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013064,110070716047,DGOC 160 Boosting and Gathering,160 - Appalachian Basin,Deerfield,OH,44411,1823 State Rt. 14,PORTAGE COUNTY,41.03875,-81.06708,211130,W-GB,375089.468,361250.78,631171.462,447353.04,150375.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013033,110070716018,DGOC 160A Boosting and Gathering,160A - Appalachian Basin (Eastern Overthrust Area),Jackson Center,PA,16133,101 McQuiston Dr.,MERCER COUNTY,41.26079,-80.1623,211130,W-GB,266203.022,195976.902,320224.63,298462.58,823985.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014315,110071232145,DGOC 230 Arkla B&G,230 - Arkla Basin,Minden,LA,71032,13501 Industrial Drive,WEBSTER PARISH,32.583009,-93.250749,211130,W-GB,195747.178,113856.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014316,,DGOC 260 East Texas B&G,260 - East Texas Basin,Glen Rose,TX,76043,310 Bo Gibbs,,32.248069,-97.743828,211130,W-GB,149769.052,49687.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014608,,DGOC 400 Ouchita B&G,400 - Ouachita Folded Belt,Glenn Roase,TX,76043,310 Bo Gibbs,,32.2504007624008,-97.7460503580436,211130,W-GB,29830.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014317,,DGOC 415 Strawn B&G,415 - Strawn Basin,Glen Rose,TX,76043,310 Bo Gibbs,,32.248069,-97.743828,211130,W-GB,38315.378,52380.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012555,110071162306,"DGP Taurus Field Services, L.P. 425 Bend Arch GB",425 - Bend Arch,Midland,TX,79701,211 North Colorado,MIDLAND COUNTY,31.99906,-102.07688,211120,W-GB,,,26275.018,28646.666,30486.96,31041.354,29438.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013937,110070930993,DKL - 430 - Permian Basin Gathering and Boosting,430 - Permian Basin,Hobbs,NM,88240,674 Marathon Rd,LEA COUNTY,32.540693,-103.522351,211120,W-GB,58548.014,90934.674,32906.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013077,110070225638,"DTM Appalachia Gathering, LLC",160A - Appalachian Basin (Eastern Overthrust Area),Morgantown,WV,26508,1100 Frederick Lane,MONONGALIA COUNTY,39.683166,-79.924368,486210,W-GB,183921.62,168587.766,167542.732,114458.27,95120.686,71187.486,64762.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013593,,"DTM Louisiana Gathering, LLC 230 - Arkla Basin GB",230 - Arkla Basin,Grand Cane,LA,71032,8334 U.S. 171,,32.084863,-93.81012,486210,W-GB,884173.296,732239.762,542067.342,197295.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012445,110070082291,"Davis Gas Processing, Inc. 430 Permian Basin GB",430 - Permian Basin,Midland,TX,79710,P.O. Box 51670,,31.99906,-102.07688,211120,W-GB,,21850.148,69364.676,97480.74,165132.828,139401.246,184734.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012810,110071162401,"Delaware G&P, LLC G&B 430 - Permian Basin",430 - Permian Basin,Dallas,TX,75201,"2501 Cedar Springs Road, Suite 100",DALLAS COUNTY,32.79866,-96.80541,486210,W-GB,198700.34,140736.48,146199.618,67628.55,68320.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012755,110071084624,Denbury Onshore LLC 210 Mid-Gulf Coast Gathering,210 - Mid-Gulf Coast Basin,Plano,TX,75024,"5851 Legacy Circle, Suite 1200",COLLIN COUNTY,33.08074,-96.82162,211120,W-GB,117868.078,109883.58,114284.588,122567.16,154990.176,151004.9,114868.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012718,110071084624,Denbury Onshore LLC 220 Gulf Coast Gathering,"220 - Gulf Coast Basin (LA, TX)",Plano,TX,75024,"5851 Legacy Circle, Suite 1200",COLLIN COUNTY,33.08074,-96.82162,211120,W-GB,171313.984,169585.418,158934.294,189914.672,227186.386,184933.6,180307.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012727,110071084624,Denbury Onshore LLC 230 Arkla Gathering,230 - Arkla Basin,Plano,TX,75024,"5851 Legacy Circle, Suite 1200",COLLIN COUNTY,33.08074,-96.82162,211120,W-GB,94379.428,46273.404,40853.234,,,8872.8,7980.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012759,110071084624,Denbury Onshore LLC 395 Williston Gathering,395 - Williston Basin,Plano,TX,75024,"5851 Legacy Circle, Suite 1200",COLLIN COUNTY,33.08074,-96.82162,211120,W-GB,46944.168,112338.286,136047.896,136370.422,128476.19,136051.8,195053.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012763,110071084624,Denbury Onshore LLC 515 Powder River Gathering,515 - Powder River Basin,Plano,TX,75024,"5851 Legacy Circle, Suite 1200",COLLIN COUNTY,33.08074,-96.82162,211120,W-GB,35876.908,40527.638,45623.738,40012.314,35306.68,32396.45,33082.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013748,,Denbury Onshore LLC 530 Wind River GB,530 - Wind River Basin,Plano,TX,75024,"5851 Legacy Circle, Suite 1200",,35.46716,-97.517745,211120,W-GB,84596.626,79185.548,47260.38,48658.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012286,110070082223,Denver Basin - G&B - AAPG Province 540,540 - Denver Basin,Denver,CO,80202,1099 18th St. #1800,DENVER COUNTY,39.74933,-104.99275,211130,W-GB,444491.262,540481.378,587215.888,560040.148,393099.864,377247.38,467228.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012464,110070082303,"Divide Creek Gathering System, LLC",595 - Piceance Basin,Silt,CO,81652,2322 Divide Creek Rd,,39.4967167,-107.6452085,213112,W-GB,33945.628,28006.084,25519.24,28317.432,32408.434,28641.686,33473.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012142,110071099364,Dominion Energy Ohio - Appalachian Basin (Gath),160 - Appalachian Basin,Cleveland,OH,44103,1201 East 55th St.,CUYAHOGA COUNTY,41.526646,-81.650884,486210,W-GB,79258.608,88658.094,91178.872,97119.604,101098.09,102482.788,109306.686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014503,110004647142,Dominion Energy Ohio - Appalachian Basin Eastern Overthrust (Gath),160A - Appalachian Basin (Eastern Overthrust Area),Cleveland,OH,44103,1201 East 55th Street,CUYAHOGA COUNTY,41.52712,-81.652,486210,W-GB,16553.646,31951.582,111735.86,183912.486,174848.992,165611.468,168777.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012486,110043783064,Dominion Energy Wexpro - Green River Basin (Gath),535 - Green River Basin,Salt Lake City,UT,84101,1140 West 200 South,SALT LAKE COUNTY,40.76497,-111.92439,486210,W-GB,85198.852,72519.216,75600.694,28042.802,34730.142,24363.136,28853.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012453,110070082296,Dugan Production Corp-San Juan Basin G&B,580 - San Juan Basin,Famington,NM,87499,709 E. Murray Drive,,36.2699403,-108.1903059,211130,W-GB,56733.7,65039.598,71120.526,41686.85,42058.75,41482.9,53706.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012438,110071161927,Durango Midstream - Anadarko Basin Gathering & Boosting,360 - Anadarko Basin,The Woodlands,TX,77380,"2002 Timberloch Place, Suite 110",MONTGOMERY COUNTY,30.15855,-95.462193,486210,W-GB,,1060.85,1268.5374329,10629.9482497574,46394.608,38202.19,32980.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012432,110071161847,Durango Midstream - Permian Basin Gathering & Boosting,430 - Permian Basin,The Woodlands,TX,77380,,LEA COUNTY,32.8146,-103.7705,486210,W-GB,308012.152094133,176870.737694551,194285.801628293,141716.034442241,117141.402,116424.454,124267.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012455,110071161927,Durango Midstream - Sedgwick Basin Gathering & Boosting,375 - Sedgwick Basin,The Woodlands,TX,77380,"2002 Timberloch Place, Suite 110",MONTGOMERY COUNTY,30.15855,-95.462193,486210,W-GB,63006.8718157047,74601.5344663429,60725.3167873376,57618.2233227843,56655.668,57106.758,63071.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012753,110071162130,"E2 Appalachian Compression, LLC G&B-160-Appalachian Basin",160 - Appalachian Basin,Dallas,TX,75201,1722 Routh St Suite 1300,DALLAS COUNTY,32.79138,-96.7957,486210,W-GB,66459.634,141562.584,170429.244,176772.252,256870.234,248356.956,339722.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012736,110071162130,"E2 Ohio Compression, LLC G&B-160A-Appalachian Basin EOA",160A - Appalachian Basin (Eastern Overthrust Area),Dallas,TX,75201,1722 Routh St Suite 1300,DALLAS COUNTY,32.79138,-96.7957,486210,W-GB,7823.624,37920.924,52186.21,47440.712,87739.042,135496.29,196315.746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012676,110070082437,ECMV Gathering and Compression,430 - Permian Basin,Pecos,TX,79772,49 County Road 419,,31.3511246,-103.6362715,211130,W-GB,744673.22322976,752808.558,822909.102,1118689.054,688654.506,309993.344,170427.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012508,110070082334,EGG 345 Arkoma GB,345 - Arkoma Basin,Oklahoma City,OK,73100,"499 W. Sheridan, Suite 1500",OKLAHOMA COUNTY,35.46646,-97.52124,486210,W-GB,,93913.094,127422.328,142614.672,136762.848,128975.962,125765.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012491,110071162487,EGG 350 South Oklahoma Folded Belt GB,350 - South Oklahoma Folded Belt,Oklahoma City,OK,73100,"499 W. Sheridan, Suite 1500",OKLAHOMA COUNTY,35.46646,-97.52124,486210,W-GB,,355421.328,295243.134,285358.716,281448.784,311592.98,219181.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012650,110070082334,EGG 355 Chautauqua Platform GB,355 - Chautauqua Platform,Oklahoma City,OK,73100,"499 W. Sheridan, Suite 1500",OKLAHOMA COUNTY,35.46646,-97.52124,486210,W-GB,,28435.656,,,,,3554.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012518,110070082334,EGG 360 Anadarko GB,360 - Anadarko Basin,Oklahoma City,OK,73100,"499 W. Sheridan, Suite 1500",OKLAHOMA COUNTY,35.46646,-97.52124,486210,W-GB,,1039849.164,1112896.096,1350473.162,1122658.848,1026464.336,761873.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012533,110070082339,EMP 230 Arkla GB,230 - Arkla Basin,Oklahoma City,OK,73100,"499 W. Sheridan, Suite 1500",OKLAHOMA COUNTY,35.46646,-97.52124,486210,W-GB,,64264.924,87809.29,76759.23,80106.876,78284.89,101640.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012570,110070716076,EMP 260 East Texas GB,260 - East Texas Basin,Oklahoma City,OK,73100,"499 W. Sheridan, Suite 1500",OKLAHOMA COUNTY,35.46646,-97.52124,486210,W-GB,,28981.636,36454.622,53807.698,58978.288,78807.826,121907.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012591,110070082339,EMP 345 Arkoma GB,345 - Arkoma Basin,Oklahoma City,OK,73100,"499 W. Sheridan, Suite 1500",OKLAHOMA COUNTY,35.46646,-97.52124,486210,W-GB,,440330.596,383982.834,376693.276,419045.848,603787.274,675298.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012592,110070082339,EMP 360 Anadarko GB,360 - Anadarko Basin,Oklahoma City,OK,73100,"499 W. Sheridan, Suite 1500",OKLAHOMA COUNTY,35.46646,-97.52124,486210,W-GB,,32769.968,27722.492,31375.13,41903.054,46519.058,31504.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013127,110070209439,EOG Resources 575 Uinta Basin Gathering & Boosting,575 - Uinta Basin,Houston,TX,77002,1111 Bagby Street,HARRIS COUNTY,29.75894,-95.37096,211120,W-GB,,9471.118,6344.08,24076.012,43611.464,36674.578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013709,110070209439,EOG Resources Inc. 515 Powder River Basin Gathering and Boosting,515 - Powder River Basin,Houston,TX,77002,1111 Bagby Street,HARRIS COUNTY,29.75894,-95.37096,211120,W-GB,209706.866,130911.818,55748.64,37044.706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014667,,"EOG Resources, Inc. 160 Appalachian Basin Gathering & Boosting",160 - Appalachian Basin,Houston,TX,77002,1001 Bagby Street,,29.7604192830488,-95.3702402325324,211120,W-GB,96.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014621,,"EOG Resources, Inc. 160A Appalachian Basin (Eastern Overthrust Area) Gathering & Boosting",160A - Appalachian Basin (Eastern Overthrust Area),Houston,TX,77002,1001 Bagby Street,,29.7605872345123,-95.3704583468991,211120,W-GB,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012710,110070082465,"EOG Resources, Inc. 220 Gulf Coast Basin Gathering & Boosting","220 - Gulf Coast Basin (LA, TX)",Houston,TX,77002,"1111 Bagby Street, Sky Lobby 2",HARRIS COUNTY,29.75894,-95.37096,211120,W-GB,677201.996,696116.15,742903.61,703718.168,862450.606,510727.066,637900.656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
