Summary data collected by the Greenhouse Gas Reporting Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 8/18/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,Basin,Reported City,Reported State,Reported Zip Code,Reported Address,Reported County,Reported Latitude,Reported Longitude,Primary NAICS Code,Latest Reported Industry Type (subparts),2022 Total reported emissions from Gathering & Boosting ,2021 Total reported emissions from Gathering & Boosting ,2020 Total reported emissions from Gathering & Boosting ,2019 Total reported emissions from Gathering & Boosting ,2018 Total reported emissions from Gathering & Boosting ,2017 Total reported emissions from Gathering & Boosting ,2016 Total reported emissions from Gathering & Boosting ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012717,110070082465,"EOG Resources, Inc. 350 South Oklahoma Folded Belt Basin Gathering & Boosting",350 - South Oklahoma Folded Belt,Houston,TX,77002,"1111 Bagby Street, Sky Lobby 2",HARRIS COUNTY,29.75894,-95.37096,211120,W-GB,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008984,110034207481,"EOG Resources, Inc. 355 Chautauqua Platform Gathering & Boosting",355 - Chautauqua Platform,Houston,TX,77002,1111 Bagby St. Sky Lobby 2,HARRIS COUNTY,29.75894,-95.37096,211120,W-GB,46584.09,57089.196,65783.074,32624.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012784,110070082465,"EOG Resources, Inc. 360 Anadarko Basin Gathering & Boosting",360 - Anadarko Basin,Houston,TX,77002,"1111 Bagby Street, Sky Lobby 2",HARRIS COUNTY,29.75894,-95.37096,211120,W-GB,12546.36,20310.032,27590.156,38064.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012796,110070082465,"EOG Resources, Inc. 420 Fort Worth Syncline Basin Gathering & Boosting",420 - Fort Worth Syncline,Houston,TX,77002,"1111 Bagby Street, Sky Lobby 2",HARRIS COUNTY,29.75894,-95.37096,211120,W-GB,220311.452,213458.722,153191.19,186435.608,146119.346,163420.402,158222.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012726,110070082465,"EOG Resources, Inc. 430 Permian Basin Gathering & Boosting",430 - Permian Basin,Houston,TX,77002,"1111 Bagby Street, Sky Lobby 2",HARRIS COUNTY,29.75894,-95.37096,211120,W-GB,2007870.272,1751135.726,1347774.46,974741.866,715123.772,417649.69,348229.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013710,110070209439,"EOG Resources, Inc. 540 Denver Basin Gathering and Boosting",540 - Denver Basin,Houston,TX,77002,1111 Bagby Street,HARRIS COUNTY,29.75894,-95.37096,211120,W-GB,100878.538,128806.348,95821.842,74356.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014555,,"EOG Resources, Inc. 580 San Juan Basin Gathering & Boosting",580 - San Juan Basin,Houston,TX,77002,1001 Bagby Street,,29.7609148629273,-95.3699581201572,211120,W-GB,2359.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012783,110070082465,"EOG Resources, Inc.395 Williston Basin Gathering & Boosting",395 - Williston Basin,Houston,TX,77002,"1111 Bagby Street, Sky Lobby 2",HARRIS COUNTY,29.75894,-95.37096,211120,W-GB,67120.58,79713.194,98072.322,100347.882,74271.47,91148.656,1305.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012628,110070082375,EP Energy E&P 220 Gulf Coast Basin GB,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77024,"945 Bunker Hill Road, Ste 1300",,29.76003,-95.36387,211130,W-GB,356491.338,353270.45,328968.978,556152.51,630160.164,552910.148,2034697.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012623,110070082409,EP Energy E&P 430 Permian Basin GB,430 - Permian Basin,Houston,TX,77002,"601 Travis Street, Suite 1400",,29.76003,-95.36387,211130,W-GB,58632.356,67513.576,84746.848,275051.262,206111.158,130439.026,51629.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012681,110071080245,"EQM Gathering Opco, LLC - Basin 160A - Appalachian Eastern Overthrust - GB",160A - Appalachian Basin (Eastern Overthrust Area),Canonsburg,PA,15317,2200 Energy Drive,,40.442188,-80.000854,211130,W-GB,898939.544,954167.862,664675.844,660689.346,593930.632,446705.118,354130.494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012467,110070082306,EQM Olympus Midstream LLC - Basin 160A,160A - Appalachian Basin (Eastern Overthrust Area),Canonsburg,PA,15317,2200 Energy Drive,ALLEGHENY COUNTY,40.336917,-80.136169,211130,W-GB,256241.674,305350.51,232587.344,205709.468,139133.208,64306.322,34253.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012471,110070082306,EQM Poseidon Midstream LLC - Basin 160A,160A - Appalachian Basin (Eastern Overthrust Area),Canonsburg,PA,15317,2200 Energy Drive,ALLEGHENY COUNTY,40.336917,-80.136169,211130,W-GB,,,247506.84,252903.92,279957.356,237841.64,131601.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012601,110070082394,"EQT Gathering, LLC - Basin 160 - Appalachian - GB",160 - Appalachian Basin,Pittsburgh,PA,15222,"625 Liberty Avenue, Suite 1700",ALLEGHENY COUNTY,40.442188,-80.000854,211111,W-GB,,,,,,393074.736,425080.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012637,110070082394,"EQT Gathering, LLC - Basin 160A - Appalachian Eastern Overthrust - GB",160A - Appalachian Basin (Eastern Overthrust Area),Pittsburgh,PA,15222,"625 Liberty Avenue, Suite 1700",ALLEGHENY COUNTY,40.442188,-80.000854,211130,W-GB,,,,21279.796,23082.296,168815.83,158879.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012602,110071080245,EQT Production - Basin 160A - Appalachian Eastern Overthrust - GB,160A - Appalachian Basin (Eastern Overthrust Area),Pittsburgh,PA,15222,"625 Liberty Avenue, Suite 1700",ALLEGHENY COUNTY,40.442188,-80.000854,211130,W-GB,49417.858,54599.646,48719.748,59058.778,50601.716,98181.486,65828.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013058,110070716076,ETGP 260 East Texas GB,260 - East Texas Basin,Oklahoma City,OK,73100,"499 W. Sheridan, Suite 1500",OKLAHOMA COUNTY,35.46646,-97.52124,486210,W-GB,,39381.558,41725,47696.48,50693.26,51755.658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013049,110070209454,"EXCO Appalachia Midstream, LLC",160A - Appalachian Basin (Eastern Overthrust Area),Kittanning,PA,16201,"13488 State Route 422, STE 1",ARMSTRONG COUNTY,40.80077,-79.48504,211130,W-GB,28567.194,31543.438,31637.598,36057.648,35938.896,36674.298,30081.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012696,110070082321,East Texas Basin 260,260 - East Texas Basin,Houston,TX,77002,"600 Travis, Suite 5500",,29.7547069403885,-95.3602830603396,211130,W-GB,212465.672,191841.148,212894.264,200331.528,244995.278,233776.388,254618.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012140,110071162392,Eastern Gas Transmission and Storage - Appalachian Basin (Eastern Overthrust Area) (Gath),160A - Appalachian Basin (Eastern Overthrust Area),Bridgeport,WV,26330,925 White Oaks Blvd,HARRISON COUNTY,39.33367,-80.23478,486210,W-GB,44877.108,61122.502,36875.52,50647.87,79450.602,65087.992,75472.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013975,,Elevate East Texas - Carthage G&B Basin 240,260 - East Texas Basin,Houston,TX,77002,600 Travis Suite 5500,,32.7892477513231,-96.7969624398907,211130,W-GB,46956.462,90310.872,68269.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013411,110034204073,Elevate Midstream 260 East Texas Basin,260 - East Texas Basin,Houston,TX,77002,"1415 Louisiana, Suite 3400",HARRIS COUNTY,29.75507,-95.37031,486210,W-GB,,,,,40872.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012731,110071162257,EnLink Anadarko #360-G&B,360 - Anadarko Basin,DALLAS,TX,75201,"1722 Routh Street, Suite 1300",,32.7923144700681,-96.7950546588263,213112,W-GB,199031.914,157116.04,150966.974,253612.39,225778.542,390898.612,347686.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012768,110071161833,"EnLink Midstream Services, LLC G&B 420 - Fort Worth Syncline",420 - Fort Worth Syncline,Dallas,TX,75201,"1722 Routh Street, Suite 1300",DALLAS COUNTY,32.79866,-96.80541,486210,W-GB,372973.164,279769.69,285368.24,280918.836,381356.662,429362.09,791860.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012804,110071161833,"EnLink North Texas Gathering, LP G&B 415 - Strawn Basin",415 - Strawn Basin,DALLAS,TX,75201,"1722 Routh Street, Suite 1300",DALLAS COUNTY,32.79866,-96.80541,486210,W-GB,27545.238,94015.29,141066.482,154921.412,118787.662,175142.406,202200.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012811,110071161833,"EnLink North Texas Gathering, LP G&B 420 - Fort Worth Syncline",420 - Fort Worth Syncline,Dallas,TX,75201,"1722 Routh Street, Suite 1300",DALLAS COUNTY,32.79866,-96.80541,486210,W-GB,66559.008,81092.41,91626.162,111333.384,52187.45,115168.168,126397.914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012812,110071161833,"EnLink North Texas Gathering, LP G&B 430 - Permian Basin",430 - Permian Basin,Dallas,TX,75201,"2501 Cedar Springs Road, Suite 100",DALLAS COUNTY,32.79866,-96.80541,486210,W-GB,344900.27,414457.134,190204.732,201967.194,313971.842,220403.484,224895.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012831,110070069861,Encana Oil & Gas - Piceance Gathering,595 - Piceance Basin,Denver,CO,80202,"370 17th Street, Suite 1700",DENVER COUNTY,39.74369,-104.98777,211111,W-GB,,,,,,,98170.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012395,110070082259,Energy Transfer 160A - Appalachian Basin,160A - Appalachian Basin (Eastern Overthrust Area),Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-GB,400813.472,471961.95,478972.518,405812.13,468730.008,413209.636,335163.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012392,110070082259,Energy Transfer 220 - Gulf Coast Basin,"220 - Gulf Coast Basin (LA, TX)",Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-GB,1052982.68,1076064.892,1056577.696,1241768.552,1268928.136,1362633.5,1202242.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012393,110070082259,Energy Transfer 230 - Arkla Basin,230 - Arkla Basin,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-GB,363440.87,254829.738,294135.72,341061.142,305518.886,317873.03,365485.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012383,110070082259,Energy Transfer 260 - East Texas Basin,260 - East Texas Basin,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-GB,124726.95,67787.38,64225.356,51258.38,64163.016,79935.78,96920.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012398,110070082259,Energy Transfer 345 - Arkoma Basin,345 - Arkoma Basin,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-GB,401111.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012396,110070082259,Energy Transfer 350 - South Oklahoma Folded Belt,350 - South Oklahoma Folded Belt,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-GB,294135.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012387,110070082259,Energy Transfer 355 - Chautaugua Platform,355 - Chautauqua Platform,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-GB,80868.402,25521.498,31030.148,27021.696,84709.628,41478.43,57585.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012388,110070082259,Energy Transfer 360 - Anadarko Basin,360 - Anadarko Basin,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-GB,1943395.792,686888.968,839588.838,863849.832,903775.368,1051132.41,1288460.678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012397,110070082259,Energy Transfer 400 - Ouachita Folded Belt,400 - Ouachita Folded Belt,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-GB,7312.996,52245.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012385,110070082259,Energy Transfer 415 - Strawn Basin,415 - Strawn Basin,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-GB,64891.368,58109.034,60863.574,69596.942,84304.198,76573.698,80397.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012386,110070082259,Energy Transfer 420 - Fort Worth Syncline,420 - Fort Worth Syncline,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-GB,46098.964,52008.054,60119.894,60645.324,72780.67,47371.896,48187.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012390,110070082259,Energy Transfer 430 - Permian Basin,430 - Permian Basin,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-GB,1454641.274,1285810.364,1354977.886,1319814.048,1178319.492,1206334.418,1131930.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013124,110043477573,Enervest Operating L.L.C. 415 Strawn Basin G&B,415 - Strawn Basin,Houston,TX,77002,"1001 Fannin Street, Suite 800",HARRIS COUNTY,29.75608,-95.36433,211130,W-GB,120486.152,131931.24,166287.318,174436.44,21893.4,176665.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012669,110043477573,"Enervest Operating, L.L.C. 160 Appalachian Basin G&B",160 - Appalachian Basin,Houston,TX,77002,"1001 Fannin Street, Suite 800",HARRIS COUNTY,29.75608,-95.36433,211130,W-GB,,,9890.732,10570.932,9543.834,12020.974,27967.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012705,110043477573,"Enervest Operating, L.L.C. 160A Appalachian Basin (Eastern Overthrust area) G&B",160A - Appalachian Basin (Eastern Overthrust Area),Houston,TX,77002,"1001 Fannin Street, Suite 800",HARRIS COUNTY,29.75608,-95.36433,211130,W-GB,181271.896,197536.352,318038.038,162355.196,146523.32,163459.18,137763.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012335,110070082239,Ensign Gulf Coast Basin-Gathering & Boosting,"220 - Gulf Coast Basin (LA, TX)",Pawnee,TX,78145,5911 CR 136,,28.6516366,-98.0008447,211120,W-GB,,140949.812,135232.966,117256.54,130504.702,74158.098,45837.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012478,110054084959,Enterprise Products Operating LLC 220 Gulf Coast Basin,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77002,1100 Louisiana Street,HARRIS COUNTY,29.7574,-95.36843,486210,W-GB,485016.29,465488.71,495514.016,482099.514,447925.026,481157.498,542130.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012520,110054084959,Enterprise Products Operating LLC 230 Arkla Basin,230 - Arkla Basin,Houston,TX,77002,1100 Louisiana Street,HARRIS COUNTY,29.7574,-95.36843,486210,W-GB,10534.298,12787.45,10874.448,15853.282,21266.374,20723.476,35205.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012487,110054084959,Enterprise Products Operating LLC 260 East Texas Basin,260 - East Texas Basin,Houston,TX,77002,1100 Louisiana Street,HARRIS COUNTY,29.7574,-95.36843,486210,W-GB,61364.972,97191.59,65108.894,109263.558,114711.988,120428.444,58277.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012492,110054084959,Enterprise Products Operating LLC 430 Permian Basin,430 - Permian Basin,Houston,TX,77002,1100 Louisiana Street,HARRIS COUNTY,29.7574,-95.36843,486210,W-GB,1456946,252490.472,272354.748,271073.194,218666.674,219142.332,300787.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012524,110054084959,Enterprise Products Operating LLC 535 Green River Basin,535 - Green River Basin,Houston,TX,77002,1100 Louisiana Street,HARRIS COUNTY,29.7574,-95.36843,486210,W-GB,240800.048,326259.912,412463.758,471854.464,504830.576,462101.588,534060.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012468,110054084959,Enterprise Products Operating LLC 580 San Juan Basin,580 - San Juan Basin,Houston,TX,77002,1100 Louisiana Street,HARRIS COUNTY,29.7574,-95.36843,486210,W-GB,473747.422,604086.328,728421.712,717842.204,743154.11,730161.408,693599.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013675,110054084959,Enterprise Products Operating LLC 595 Piceance Basin,595 - Piceance Basin,Houston,TX,77002,1100 Louisiana Street,HARRIS COUNTY,29.7574,-95.36843,486210,W-GB,25996.316,42616.004,29947.2,37814.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012733,110070082470,EnverVest Operating L.L.C.- 305 Michigan G&B,305 - Michigan Basin,Houston,TX,77002,"1001 Fannin Street, Suite 800",HARRIS COUNTY,29.75608,-95.36433,211130,W-GB,,,,66000.756,71257.038,82242.23,79149.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012687,110043477573,EnverVest Operating L.L.C.- 430 Permian basin G&B,430 - Permian Basin,Houston,TX,77002,"1001 Fannin Street, Suite 800",HARRIS COUNTY,29.75608,-95.36433,211130,W-GB,251925.092,240679.698,205503.546,211342.924,62587.35,290654.042,305550.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013801,110070878884,"Equitrans, LP - Equitrans Gathering",160A - Appalachian Basin (Eastern Overthrust Area),Canonsburg,PA,15317,2200 Energy Drive,ALLEGHENY COUNTY,40.336917,-80.136169,211130,W-GB,46297.784,47164.488,46287.136,53056.58,85606.188,85498.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011702,110064007541,"Eureka Midstream, LLC",160A - Appalachian Basin (Eastern Overthrust Area),Marietta,OH,45750,27710 State Route 7,WASHINGTON COUNTY,39.36788,-81.3933,211130,W-GB,127614.954,177569.878,184684.07,132074.494,111479.898,59857.516,58099.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012298,110070082225,"Evergreen Natural Resources, LLC. Las Vegas-Raton",455 - Las Vegas-Raton Basin,Trinidad,CO,81082,27000 Highway 12,,37.1583021,-104.5655273,211130,W-GB,199186.202,221797.502,226640.582,252274.978,275533.106,296086.666,321904.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012459,110070082300,ExxonMobil 535 Green River GB (LaBArge Gathering & Boosting),535 - Green River Basin,LaBarge,WY,83123,13 miles NW of LaBarge,,42.251572,-110.2593928,211130,W-GB,30297.222,42044.81,61863.956,28447.12,32602.668,36443.848,56116.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012498,110070082328,FL Rich Gas Services,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77002,"811 Louisiana, Suite 2100",,32.78123,-96.79642,211130,W-GB,,52330.858,61678.808,62564.704,63678.452,73475.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014227,110071194505,Formentera Anadarko G&B,360 - Anadarko Basin,Austin,TX,78701,"303 Colorado St., Suite 2050",TRAVIS COUNTY,30.265668,-97.745153,211120,W-GB,107054.674,95916.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012841,110071162298,Foundation Energy Management 540 DJ Basin G & B,540 - Denver Basin,Dallas,TX,75248,"16000 Dallas Parkway, Suite 875",DALLAS COUNTY,32.96615,-96.82104,211130,W-GB,,56012.63,59803.518,64946.914,70493.598,42165.398,39600.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014416,110071232161,Four Winds Midstream - Arkoma - Basin 345,345 - Arkoma Basin,Coalgate,OK,74538,,COAL COUNTY,34.583851,-96.224254,211120,W-GB,31798.394,31335.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012611,110070082400,Four Winds Midstream - Basin 345,345 - Arkoma Basin,Tulsa,OK,74136,"1323 E. 71st Street, Suite 400",TULSA COUNTY,36.06076,-95.97435,211130,W-GB,,,,,66327.65,68164.55,69541.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012907,110070209509,Four Winds Midstream - Basin 355,355 - Chautauqua Platform,Tulsa,OK,74136,"1323 E. 71st Street, Suite 400",TULSA COUNTY,36.06076,-95.97435,211130,W-GB,,,,,28496.59,41347.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014417,110071232162,Four Winds Midstream - Chautauqua - Basin 355,355 - Chautauqua Platform,Wetumka,OK,74883,,HUGHES COUNTY,35.157421,-96.126625,211120,W-GB,40735.066,39929.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012626,110070082411,GATHERING/BOOSTING SAN JUAN BASIN 580,580 - San Juan Basin,NAVAJO DAM,NM,87419,FOREST RD 218,,36.8599119,-107.6215321,211130,W-GB,26110.416,21971.17,18542.282,26090.356,25656.606,30761.138,26165.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013368,110071162147,Gateway Gathering Station,430 - Permian Basin,Mentone,TX,79754,,LOVING COUNTY,31.931,-103.6267,211130,W-GB,72810.646,68053.914,68196.564,78042.628,49462.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013745,110070789264,"Gemini Arklatex, LLC",260 - East Texas Basin,Houston,TX,77010,"1221 McKinney Street, Suite 3175",HARRIS COUNTY,29.75565,-95.36273,486210,W-GB,,89370.598,81388.782,32652.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013946,110070931062,Goff Connector 160A Appalachian Basin (Eastern Overthrust Area) GB,160A - Appalachian Basin (Eastern Overthrust Area),Sewickley,PA,15143,"417 Thorn St., Suite 301",ALLEGHENY COUNTY,40.53969,-80.18231,211130,W-GB,45733.98,23824.914,32753.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013892,110070930998,Grand Slam Central Delivery Point,430 - Permian Basin,pecos,TX,79772,,REEVES COUNTY,31.8596,-104.01947,486210,W-GB,20318.13,34730.584,65371.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012557,110071162513,"Grayson Mill Operating, LLC - Midstream",395 - Williston Basin,Houston,TX,77024,840 W Sam Houston Pkwy N. Suite 300,HARRIS COUNTY,29.779325,-95.562548,486110,W-GB,70174.924,55873.85,59912.942,63448.392,53770.122,48702.006,53129.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013738,110070789266,Great Salt Plains MIdstream,360 - Anadarko Basin,Oklahoma CIty,OK,73134,"14000 Quail Springs Parkway, Suite 5500",OKLAHOMA COUNTY,35.61246,-97.57577,211130,W-GB,19435.7,24127.75,20993.9,38996.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012341,110070082242,Green River Basin - G&B - AAPG Province 535,535 - Green River Basin,Denver,CO,80202,1099 18th St. #1800,DENVER COUNTY,39.74933,-104.99275,211130,W-GB,121285.424,181461.384,93595.764,140280.17,131227.938,102783.96,157826.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014395,,Greylock Midstream LLC,160A - Appalachian Basin (Eastern Overthrust Area),Charleston,WV,25311,500 Corporate Landing,,38.361304158617,-81.5970351447448,211130,W-GB,31787.336,65797.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012377,110070082255,Grizzly Piceance Basin G&B (595),595 - Piceance Basin,Houston,TX,77050,"5847 San Felipe, Suite 3000",,29.74993,-95.48193,211130,W-GB,,,62562.304,54819.002,52368.916,51124.766,60418.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012747,110070082478,Grizzly Wind River Basin G&B (530),530 - Wind River Basin,Houston,TX,77057,"5847 San Felipe, Suite 3000",HARRIS COUNTY,29.74993,-95.48193,211130,W-GB,,,,17411.698,19122.54,30862.1,29934.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012700,110056361930,Gulf Coast Basin 220,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77002,"600 Travis, Suite 5500",,29.7574,-95.36843,211130,W-GB,24390.93,31668.87,,,3967.498,4951.788,5899.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012198,110071162338,Gulf Coast Basin Gathering & Boosting - AAPG Province 220,"220 - Gulf Coast Basin (LA, TX)",The Woodlands,TX,77380,9950 Woodloch Forest Drive,MONTGOMERY COUNTY,30.16115,-95.45389,211130,W-GB,305765.088,315082.932,355736.252,427118.772,525847.882,510418.126,1182642.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012256,110071161821,HEP Pennsylvania Gathering LLC Midstream (160A) Operations,160A - Appalachian Basin (Eastern Overthrust Area),Towanda,PA,18848,37 Fox Chase Drive,BRADFORD COUNTY,41.742637,-76.447847,486210,W-GB,332366.434,317961.774,279371.9,279371.9,263991.384,217947.94,199548.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009289,110040089702,Haynesville Gathering-230-Arkla Basin,230 - Arkla Basin,Ringgold,LA,71068,1880 Layfield Road,BIENVILLE PARISH,32.243782,-93.283328,211130,W-GB,173522.152,237717.9,92423.606,53413.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012790,110014004273,Hess Corporation - 395 - Williston Basin Gath & Boostn,395 - Williston Basin,Tioga,ND,58852,10340 - 68th Street NW,WILLIAMS COUNTY,48.394695,-102.91642,211130,W-GB,170485.279735529,231158.417581592,248116.664666807,332953.562590423,327167.507361572,190497.548,328516.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012184,110071162524,Hiland Partners Holdings LLC 395 Williston Basin,395 - Williston Basin,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,211130,W-GB,334178.418,346335.538,351415.746,420944.78,365802.634,312186.984,349224.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012165,110071162303,"Hilcorp Alaska, LLC 820 Kenai G&B",,Kenai,AK,99611,,KENAI PENINSULA BOROUGH,60.74565,-150.857239,211120,W-GB,58513.212,65470.634,65523.234,73109.758,74342.604,164317.72,253790.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012164,110071162302,"Hilcorp Alaska, LLC 890 Basin, G&B",,Prudhoe Bay,AK,99734,,NORTH SLOPE BOROUGH,70.458965,-149.441567,211120,W-GB,225215.248,221768.66,221994.452,214912.08,215196.428,214664.638,278389.604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
