Summary data collected by the Greenhouse Gas Reporting Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 8/18/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,Basin,Reported City,Reported State,Reported Zip Code,Reported Address,Reported County,Reported Latitude,Reported Longitude,Primary NAICS Code,Latest Reported Industry Type (subparts),2022 Total reported emissions from Onshore Oil & Gas Production ,2021 Total reported emissions from Onshore Oil & Gas Production ,2020 Total reported emissions from Onshore Oil & Gas Production ,2019 Total reported emissions from Onshore Oil & Gas Production ,2018 Total reported emissions from Onshore Oil & Gas Production ,2017 Total reported emissions from Onshore Oil & Gas Production ,2016 Total reported emissions from Onshore Oil & Gas Production ,2015 Total reported emissions from Onshore Oil & Gas Production ,2014 Total reported emissions from Onshore Oil & Gas Production ,2013 Total reported emissions from Onshore Oil & Gas Production ,2012 Total reported emissions from Onshore Oil & Gas Production ,2011 Total reported emissions from Onshore Oil & Gas Production ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008526,,"Chesapeake Operating LLC, 220 - Gulf Coast Basin","220 - Gulf Coast Basin (LA, TX)",Oklahoma City,OK,73118,6100 N. Western Avenue,,35.53376,-97.52976,211120,"C,W-ONSH",715897.854,894476.688,1275834.226,1692275.992,1042170.464,1191797.062,844629.94,867805.928,1040799.854,1346026.744,872470.054,558994.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008527,,"Chesapeake Operating LLC, 230 - Arkla Basin",230 - Arkla Basin,Oklahoma City,OK,73118,6100 N. Western Avenue,,35.53376,-97.52976,211130,W-ONSH,300560.012,117090.606,83896.642,146681.274,171009.014,161186.348,205642.502,236545.974,227425.27,169838.608,202642.566,461430.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008528,,"Chesapeake Operating LLC, 260 - East Texas Basin",260 - East Texas Basin,Oklahoma City,OK,73118,6100 N. Western Avenue,,35.53376,-97.52976,211120,W-ONSH,6417.194,18145.442,22938.938,29902.524,0,2017.496,3113.428,463.346,50341.47,51151.502,76758.842,100076.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009310,110035839876,"Chesapeake Operating LLC, 345 - Arkoma Basin",345 - Arkoma Basin,Oklahoma City,OK,73118,6100 N. Western Avenue,Oklahoma,35.53376,-97.52976,211111,W-ONSH,,,,,,,43730.074,99015.638,93921.118,90033.524,139208.51,151404.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008529,110035839876,"Chesapeake Operating LLC, 350 - South Oklahoma Folded Belt",350 - South Oklahoma Folded Belt,Oklahoma City,OK,73118,6100 N. Western Avenue,OKLAHOMA COUNTY,35.53376,-97.52976,211120,W-ONSH,,,,663.35,762.8,33443.578,25601.834,33325.024,34265.756,34951.36,44828.278,50481.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008538,,"Chesapeake Operating LLC, 515 - Powder River Basin",515 - Powder River Basin,Oklahoma City,OK,73118,6100 N. Western Avenue,,35.53376,-97.52976,211120,W-ONSH,,205298.732,167030.088,342348.282,155825.47,84199.64,80492.796,86739.794,113676.352,166495.71,169077.97,92949.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008961,110002701238,Chevron MCA 220 Gulf Coast Basin,"220 - Gulf Coast Basin (LA, TX)",San Ramon,CA,94583,6001 Bollinger Canyon Road,CONTRA COSTA COUNTY,37.75832,-121.95969,211111,W-ONSH,,,,,,,,,37670.362,54586.056,96212.284,123133.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009239,110002701238,Chevron MCA 260 East Texas Basin,260 - East Texas Basin,San Ramon,CA,94583,6001 Bollinger Canyon Road,CONTRA COSTA COUNTY,37.795963,-122.022317,211130,W-ONSH,,,,18924.386,15064.276,15151.568,17391.364,22308.462,28044.526,25045.24,37805.384,38911.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008102,110002701238,Chevron MCA 350 South Oklahoma Folded Belt,350 - South Oklahoma Folded Belt,San Ramon,CA,94583,6001 Bollinger Canyon Road,CONTRA COSTA COUNTY,37.76205,-121.95817,211111,W-ONSH,,,,,,,,5996.85,5978,5726.25,8740.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008956,110002701238,Chevron MCA 360 Anadarko Basin,360 - Anadarko Basin,San Ramon,CA,94583,6001 Bollinger Canyon Road,CONTRA COSTA COUNTY,37.795963,-122.022317,211130,W-ONSH,,,,1213.7,1466,1726.648,14743.64,25151.444,28411.442,25515.142,22067.284,54835.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009240,,Chevron MCA 430 Permian Basin,430 - Permian Basin,San Ramon,CA,94583,6001 Bollinger Canyon Road,,37.795963,-122.022317,211130,W-ONSH,273454.02,276223.752,242499.538,431066.174,356139.686,331744.29,,263732.564,220590.896,190681.226,265403.388,330005.662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009051,110002701238,Chevron MCA 507 Central Western Overthrust,507 - Central Western Overthrust,San Ramon,CA,94583,6001 Bollinger Canyon Road,CONTRA COSTA COUNTY,37.76205,-121.95817,211111,W-ONSH,,,,,,,,14176.15,16621.2,19327.998,27180.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009053,110002701238,Chevron MCA 530 Wind River Basin,530 - Wind River Basin,San Ramon,CA,94583,6001 Bollinger Canyon Road,CONTRA COSTA COUNTY,37.76205,-121.95817,211111,W-ONSH,,,,,,,,27287.958,27111.854,25382.96,25026.798,32220.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009052,110002701238,Chevron MCA 535 Green River Basin,535 - Green River Basin,San Ramon,CA,94583,6001 Bollinger Canyon Road,CONTRA COSTA COUNTY,37.76205,-121.95817,211111,W-ONSH,,,,,,,,93485.33,90946.982,104743.23,214891.29,332101.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009241,110002701238,Chevron MCA 595 Piceance Basin,595 - Piceance Basin,San Ramon,CA,94583,6001 Bollinger Canyon Road,CONTRA COSTA,37.795963,-122.022317,211111,W-ONSH,,,,,,,17822.408,8895.686,8964.982,10731.812,22225.194,515600.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009485,,Chief Oil & Gas LLC (160A),160A - Appalachian Basin (Eastern Overthrust Area),Dallas,TX,75225,"5956 Sherry Lane, Suite 1500",,32.8623,-96.80983,211130,W-ONSH,,201815.608,190482.518,150310.032,138138.64,128285.548,60734.158,55198.144,116112.04,74162.2,43381.212,21437.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013241,,Chisholm Energy 430 Permian Basin,430 - Permian Basin,Fort Worth,TX,76102,"801 Cherry Street, Suite 1200, Unit 20",,32.52904,-103.591,211130,W-ONSH,,121897.72,117401.73,86077.824,66845.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008751,110035407468,"Chroma Operating, Inc.",425 - Bend Arch,Houston,TX,77002,"1010 Lamar, Suite 1700",NOLAN,32.459781,-100.401092,211111,W-ONSH,,,,,,,,,,979.4,1042.9,1040.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008541,110045659140,Cimarex Energy Co. 220 Gulf Coast,"220 - Gulf Coast Basin (LA, TX)",Tulsa,OK,74103,"202 S. Cheyenne Ave., Suite 1000",TULSA,36.151561,-95.989756,211111,W-ONSH,,,,,,,,,33618.6,61843.212,57427.842,81734.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008544,,Cimarex Energy Co. 430 Permian,430 - Permian Basin,Tulsa,OK,74103,"202 S. Cheyenne Ave., Suite 1000",,36.151561,-95.989756,211120,W-ONSH,,,398700.758,741889.118,558189.134,556862.698,612324.396,802006.842,782577.376,649927.44,402940.64,135975.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008697,110045659140,Cimarex Energy Co. of Colorado 350 South Oklahoma,350 - South Oklahoma Folded Belt,Tulsa,OK,74103,"202 S. Cheyenne Ave., Suite 1000",TULSA,36.151561,-95.989756,211111,W-ONSH,,,,,,10623.548,13181.25,15817.1,25436.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008698,,Cimarex Energy Co. of Colorado 360 Anadarko,360 - Anadarko Basin,Tulsa,OK,74103,"202 S. Cheyenne Ave., Suite 1000",,36.151561,-95.989756,211120,W-ONSH,,,9896.346,25241.88,36476.922,54186.818,86672.2,105384.5,86159.354,85757.4,120376.084,118271.628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008639,,Citation Oil & Gas Corp. 430 Permian Basin,430 - Permian Basin,Houston,TX,77069,14077 Cutten Road,,32.32152,-101.247,211120,W-ONSH,29301.622,20626.26,38021.488,38068.114,47924.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013614,,"Citizen Energy III, LLC",360 - Anadarko Basin,Tulsa,OK,74103,320 S Boston Ave Suite 900,,36.153455,-95.98995,211120,W-ONSH,268277.576,161005.678,103168.812,138906.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013547,110070931033,"Civitas North, LLC",540 - Denver Basin,Denver,CO,80202,"555 17th Street, Suite 3700",DENVER COUNTY,39.74497,-104.98943,211120,W-ONSH,,35331.672,27186.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009497,110055516936,Classic Operating Company LLC,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77010,"1301 McKinney Street, Suite 2100",HARRIS,29.75512,-95.36188,211111,W-ONSH,,,,,,,,,0,,,50217.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002362,110022871800,"Clayton Williams Energy, Inc. - 220 Gulf Coast Basin","220 - Gulf Coast Basin (LA, TX)",Midland,TX,79705,6 Desta Drive Suite 3700,MIDLAND COUNTY,32.02994,-102.08741,211111,W-ONSH,,,,,,911.9,24532.75,31954.25,34944.55,31126.8,31710.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006886,110022871800,"Clayton Williams Energy, Inc. - 430 Permian Basin",430 - Permian Basin,Midland,TX,79705,6 Desta Drive Suite 3700,MIDLAND COUNTY,32.02994,-102.08741,211111,W-ONSH,,,,,,43349.616,27404.948,35406.816,37926.35,30906.194,22250.4,54400.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013682,,Clear Creek Resource Partners,540 - Denver Basin,Lakewood,CO,80228,"12136 W Bayaud Ave, Ste 320",,39.747099,-104.991186,211120,W-ONSH,14165.118,11149.02,9833.926,36199.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009435,110055516785,"Coleman Oil & Gas, Inc. 022 San Juan Basin Province",580 - San Juan Basin,Farmington,NM,87402,6540 East Main,,36.7914962,-108.1310083,211111,W-ONSH,,,,,,,,,,,,12286.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014384,,Colgate Energy,430 - Permian Basin,Midland,TX,79701,"300 N. Marienfeld ST, STE 1000",,31.9999285543189,-102.079076675622,211120,W-ONSH,,295503.53,357663.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013414,,"Columbus Energy 220 Gulf Coast Basin (LA,TX)","220 - Gulf Coast Basin (LA, TX)",Houston,TX,77024,"10000 Memorial Dr., Ste. 500",,27.81641,-98.9384,211130,W-ONSH,,32478.748,27912.58,25204.506,32661.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011194,,"Compass Production Partners, LP - Arkla Basin #230",230 - Arkla Basin,Tulsa,OK,74136,"5555 East 71st Street, Suite 8200",,35.4711808,-97.516602,211130,W-ONSH,48185.298,62400.152,49725.212,49341.6,55211.97,95451,96935.948,96893.096,153171.638,126849.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011193,110058239071,"Compass Production Partners, LP - East Texas Basin #260",260 - East Texas Basin,Addison,TX,75001,"15601 Dallas Parkway, Suite 900",DALLAS COUNTY,32.91572,-96.77292,211111,W-ONSH,,,,,,,,,47094.732,47718.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008959,110043806174,"Compass Production Partners, LP - Permian Basin #430",430 - Permian Basin,Tulsa,OK,74136,"5555 East 71st Street, Suite 8200",,35.4711808,-97.516602,211120,W-ONSH,25960,25033.45,25655.35,25640.85,26009.748,76270.95,88086.148,87551.998,77560.242,71839.83,37062.57,31355.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009907,110071159671,"Comstock Oil & Gas, LLC",260 - East Texas Basin,Frisco,TX,75034,5300 Town & Country Blvd - Suite 500,DENTON COUNTY,33.137653,-96.856543,211120,W-ONSH,172515.268,193687.104,130177.552,155170.334,31056.982,28234.002,29800.03,33501.23,33399.732,36880.174,38777.672,45682.392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009890,110071159716,"Comstock Oil & Gas-LA, LLC",230 - Arkla Basin,Frisco,TX,75034,5300 Town & Country Blvd - Suite 500,DENTON COUNTY,33.137653,-96.856543,211120,W-ONSH,268912.726,250645.202,215177.064,260581.506,108080.918,88228.984,42532.716,56615.66,44740.376,50412.632,58339.536,95900.818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009906,110013706212,"Comstock Resources, Inc. - Basin 220","220 - Gulf Coast Basin (LA, TX)",Frisco,TX,75034,5300 Town & Country Blvd - Suite 500,DENTON COUNTY,33.13023,-96.86507,211111,W-ONSH,,,,,,87051.69,129722.428,261390.588,518079.806,250550.888,122600.958,135737.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010548,110013706212,"Comstock Resources, Inc. - Basin 430",430 - Permian Basin,Frisco,TX,75034,5300 Town & Country Road - Suite 500,DENTON COUNTY,33.13023,-96.86507,211111,W-ONSH,,,,,,,,,0,,36645.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013226,,Confluence DJ LLC 540 Denver Basin,540 - Denver Basin,Denver,CO,80202,"1125 17th Street, Suite 1550",,39.7489935130342,-104.993946460041,211120,W-ONSH,35513.366,31638.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008111,,ConocoPhillips Alaska Inc - KRU-ALP Fields,,Anchorage,AK,99510,ATO 1220 PO Box 100360,,70.289666,-149.884468,211120,W-ONSH,739953.814,781305.544,774972.764,844038.522,803758.296,842875.91,814428.744,800036.054,778668.334,758136.91,752250.59,810421.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007475,110015761996,ConocoPhillips Anadarko (360),360 - Anadarko Basin,Houston,TX,77079,925 N. Eldridge Parkway,MIDLAND COUNTY,32.02786,-102.09198,211130,W-ONSH,,69898.588,98853.89,107771.516,107092.922,112537.416,135538.054,136893.424,205224.69,202932.54,183416.336,189076.714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007487,110000825420,"ConocoPhillips East Texas Basin, AAPG 260",260 - East Texas Basin,Houston,TX,77079,600 N. Dairy Ashford Ave,,29.78754,-95.61767,211111,W-ONSH,,,,,,,,,96600.78,96463.426,94725.224,96905.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007485,110067263339,"ConocoPhillips Gulf Coast Basin 220, Production","220 - Gulf Coast Basin (LA, TX)",Houston,TX,77079,925 N. Eldridge Parkway,,29.78754,-95.61767,211120,W-ONSH,1368603.51,1651069.624,1298812.784,1278132.514,1178086.252,1100549.232,1020084.042,916012.862,1209204.87,1370641.6,1343862.494,979329.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007479,,ConocoPhillips Permian (430),430 - Permian Basin,Houston,TX,77079,925 N. Eldridge Parkway,,32.02786,-102.09198,211120,"UU,W",,,168654.574,301164.344,146202.954,137083.098,97537.498,159435.486,107514.296,85159.458,76610.568,83883.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007481,,ConocoPhillips' Uinta (575),575 - Uinta Basin,Houston,TX,77079,925 N. Eldridge Parkway,,32.02808,-102.09109,211130,W-ONSH,65757.25,13351.1,26257.1,45115.8,48793.4,47512,48249.9,49168.2,53791.7,76964.5,235401.2,224023.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007482,,ConocoPhillips' Williston (395),395 - Williston Basin,Houston,TX,77079,925 N. Eldridge Parkway,,32.02808,-102.09109,211120,W-ONSH,573102.124,605478.428,617449.554,1143592.314,731887.68,477769.48,336585.694,981930.144,1006276.414,540127.93,489651.42,194097.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013580,,Contango Basin 360,360 - Anadarko Basin,Oklahoma City,OK,73113,PO Box 13360,,35.472416,-97.516982,211120,W-ONSH,31045.574,31556.972,48385.196,51511.964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014412,,Contango Basin 430,430 - Permian Basin,Houston,TX,77002,717 Texas Ave Suite 2900,,29.7619032963107,-95.3642920756823,211120,W-ONSH,66224.114,63076.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014413,,Contango Basin 530,530 - Wind River Basin,Houston,TX,77002,717 Texas Ave Suite 2900,,29.7619032963107,-95.3642920756823,211120,W-ONSH,36338.326,37209.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007483,,Contango Resources' Wind River (530),530 - Wind River Basin,Tulsa,OK,74119,1717 South Boulder Avenue Suite 900,,32.02808,-102.09109,211130,W-ONSH,,,34712.846,30912.896,31171.796,33173.646,35815.396,48974.48,82661.886,155754.796,82575.94,64520.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011231,,Cook Inlet Energy Onshore Production,,Anchorage,AK,99503,188 W Northern Lights Blvd Suite 510,,60.784586,-151.753262,211120,W-ONSH,,,94.75,104.5,132.4,6045.95,6231.15,44902.582,55684.99,51906,36033.06,29069.686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008017,110055512011,Cordillera Energy Partners Anadarko Basin Operations,435 - Palo Duro Basin,Canadian,TX,79014,401 W. Birch St.,HEMPHILL,35.904722,-100.393215,211111,W-ONSH,,,,,,,,,0,,,167058.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012972,110070209469,"Core Appalachia Operating, LLC- Basin 160",160 - Appalachian Basin,Charleston,WV,25301,414 Summers Street,KANAWHA COUNTY,38.35244,-81.63237,211111,W-ONSH,,,,,,29338.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010117,,Core Energy Otsego County EOR Operations,305 - Michigan Basin,Gaylord,MI,49735,597 Kubacki Road,,45.033842,-84.511469,211120,"RR (RPT),W-ONSH",42395.146,39284.972,29252.354,37569.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008503,,Coterra Energy 160A Appalachian (EOA),160A - Appalachian Basin (Eastern Overthrust Area),Houston,TX,77024,"Three Memorial City Plaza 840 Gessner Road, Suite 1400",,29.77791,-95.5444,211130,W-ONSH,290012.468,212838.058,219638.164,530869.938,428318.536,360368.52,287297.334,321847.042,189410.984,247815.76,901166.626,739900.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012774,110070082492,Covey Park Gas,230 - Arkla Basin,Dallas,TX,75225,"8401 N. Central Expressway, Suite 700",,32.8695051,-96.7895574,211130,W-ONSH,,,,,402330.514,167945.486,34614.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011936,110067409281,Covey Park Operating,260 - East Texas Basin,Dallas,TX,75225,"8401 N Central Expressway, Suite 700",DALLAS COUNTY,32.86446,-96.77226,211130,W-ONSH,,,,,60067.594,92200.502,52493.588,99101.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012782,110070082498,Covey Park Resources,260 - East Texas Basin,Dallas,TX,75225,"8401 N. Central Expressway, Suite 700",,32.8695051,-96.7895574,211130,W-ONSH,,,,,171861.776,181954.62,125236.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013896,,Crescent Pass 260 East Texas Basin,260 - East Texas Basin,Houston,TX,77070,19500 State Highway 249,,29.9793627231805,-95.5641714755656,211130,W-ONSH,231435.446,189307.526,117852.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010521,,Crescent Point Energy Corporation Williston Basin (395) Operations,395 - Williston Basin,Denver,CO,80202,"555 17th Street, Suite 1800",,39.74497,-104.98943,211120,W-ONSH,98028.142,151302.966,127934.848,259449.474,292911.488,82185.438,50304.142,56044.204,58386.852,87945.098,52917.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008206,110071161477,Crestone Peak - Denver Basin,540 - Denver Basin,Denver,CO,80202,555 17th St. Suite 3700,DENVER COUNTY,39.74497,-104.98943,211120,W-ONSH,,270717.164,340351.896,409081.072,245945.944,236119.128,273445.752,309755.94,340805.796,236490.928,192872.296,169362.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011387,110062540914,Crestone Peak - Denver Basin (Watkins),540 - Denver Basin,Denver,CO,80202,555 17th St. Suite 3700,,39.63789,-104.57387,211120,W-ONSH,,128180.75,71270.838,68473.208,65962.072,24597.67,13148.352,114807.288,149669.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014431,,"Crimson Energy Partners IV, LLC","220 - Gulf Coast Basin (LA, TX)",Fort Worth,TX,76102,"420 Commerce St., Suite 200",,32.7553421834228,-97.3309342621082,211120,W-ONSH,45219.486,50794.094,35978.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011099,,"Cross Timbers Energy, LLC - Permian Basin 430",430 - Permian Basin,Fort Worth,TX,76102,400 West 7th Street,,32.7517340002469,-97.3325514606816,211120,W-ONSH,26244.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011100,,"Cross Timbers Energy, LLC - San Juan Basin 580",580 - San Juan Basin,Fort Worth,TX,76102,400 West 7th Street,,32.75139,-97.33245,211130,W-ONSH,47927.734,46056.18,48732.146,51968.938,52530.738,51607.54,68938.284,69089.978,72486.808,64763.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014339,,Crowheart Energy Green River (535) Basin,535 - Green River Basin,Denver,CO,80202,"1225 17th Street, Suite 2950",,39.7504661003153,-104.995149458191,211120,W-ONSH,508938.856,405456.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010186,110014428770,Crown Energy Partners 535 Green River,535 - Green River Basin,Englewood,CO,80112,304 Inverness Way South Suite 125,DOUGLAS COUNTY,39.5835785,-104.8571368,211111,W-ONSH,,,,,,,,,,,27593.748,29547.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014504,,CrownQuest Operating - Basin 430,430 - Permian Basin,Midland,TX,79705,18 Desta Drive,,32.0338152368663,-102.089661606135,211120,W-ONSH,541471.736,496907.366,351622.446,456035.63,267656.246,114725.638,70285.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013369,,"Cub Creek Energy, LLC - Denver Basin",540 - Denver Basin,Highlands Ranch,CO,80129,"200 Plaza Drive, Suite 100",,39.5584369411091,-104.990795784654,211120,W-ONSH,58106.392,45789.278,41832.976,42998.064,46109.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013303,,DE3 Operating LLC - Permian Basin (430) Operations,430 - Permian Basin,Forth Worth,TX,76107,3724 Hulen Street,,32.7239005753892,-97.3881114314233,211120,W-ONSH,,,342710.666,266195.074,71307.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013035,,DGOC 160 Production,160 - Appalachian Basin,Deerfield,OH,44411,1823 State Rt. 14,,41.578964834,-79.9059239519999,211130,"PP,W",,,,,,201504.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012936,,DGOC 160A Production,160A - Appalachian Basin (Eastern Overthrust Area),Jackson Center,PA,16133,101 McQuiston Dr.,,41.2761122,-80.1205256,213112,W-ONSH,,,,,,656330.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014241,,DGOC 230 Production,230 - Arkla Basin,Minden,LA,71032,13501 Industrial Drive,,32.5825617676833,-93.2513055467702,213112,W-ONSH,147876.366,166034.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014240,,DGOC 260 East Texas Production,260 - East Texas Basin,Glen Rose,TX,76043,310 Bo Gibbs,,32.2497186765451,-97.7454700891081,213112,W-ONSH,137925.102,37216.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014326,,DGOC 360 Anadarko Production,360 - Anadarko Basin,Glen Rose,TX,76043,310 Bo Gibbs,,32.2497186765451,-97.7454700891081,211130,W-ONSH,507244.698,166288.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014327,,DGOC 400 Ouchita Production,400 - Ouachita Folded Belt,Glen Rose,TX,76043,310 Bo Gibbs,,32.2497186765451,-97.7454700891081,213112,W-ONSH,63524.896,68385.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014225,,DGOC 415 Strawn Production,415 - Strawn Basin,Glen Rose,TX,76043,Bo Gibbs,,32.2492736467135,-97.7525818367511,213112,W-ONSH,328907.174,357968.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014239,,DGOC 420 Ft Worth Sync Production,420 - Fort Worth Syncline,Glen Rose,TX,76043,310 Bo Gibbs,,32.2497186765451,-97.7454700891081,213112,W-ONSH,56796.832,51745.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008349,110063978450,DJ Resources Inc - DJ Basin (AAPG Basin Number 540),540 - Denver Basin,Denver,CO,80202,"1600 Broadway, Suite 1960",,44.51884,-109.05642,211111,W-ONSH,,,,,,,548.548,1892.144,1827.696,32999.654,46589.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
